,city,owner,brand,price,kms_driven,age,power
4267,6.0,1,6,25000.0,18792.0,6.0,100.0
4268,,1,6,25000.0,19682.0,10.0,100.0
4269,10.0,1,6,25000.0,15206.0,8.0,125.0
4270,,1,6,25000.0,21300.0,10.0,100.0
4271,,1,4,83000.0,14000.0,3.0,150.0
4272,,1,6,25000.0,32000.0,9.0,100.0
4273,,1,7,50000.0,27342.0,5.0,150.0
4274,3.0,1,7,48000.0,45037.0,6.0,180.0
4275,,1,7,47000.0,25876.0,5.0,150.0
4276,2.0,1,7,44000.0,20644.0,5.0,150.0
4277,,1,7,40000.0,48203.0,5.0,150.0
4278,6.0,1,6,22000.0,16207.0,8.0,100.0
4279,2.0,1,7,59000.0,11255.0,5.0,150.0
4280,10.0,1,5,20000.0,18095.0,9.0,125.0
4283,6.0,1,6,26000.0,18320.0,5.0,100.0
4285,10.0,1,4,62000.0,24000.0,5.0,150.0
4289,6.0,1,1,23000.0,22149.0,8.0,160.0
4291,,1,7,21000.0,32000.0,7.0,135.0
4294,3.0,1,7,70500.0,33212.0,6.0,200.0
4295,4.0,1,6,27000.0,19591.0,8.0,223.0
4296,2.0,2,15,560000.0,12000.0,5.0,883.0
4297,2.0,1,5,43000.0,7880.0,4.0,125.0
4299,8.0,1,15,350000.0,26236.0,6.0,750.0
4300,2.0,1,1,62000.0,14000.0,5.0,200.0
4301,,1,6,24000.0,22654.0,13.0,100.0
4302,,1,6,22000.0,20595.0,12.0,100.0
4303,6.0,1,6,16000.0,14914.0,14.0,100.0
4304,6.0,1,6,16000.0,31327.0,10.0,100.0
4305,10.0,1,6,15000.0,56800.0,14.0,100.0
4306,,1,7,40000.0,9200.0,7.0,150.0
4307,,1,5,32000.0,31000.0,7.0,125.0
4308,2.0,2,5,31000.0,15149.0,6.0,110.0
4316,4.0,1,2,155000.0,17000.0,5.0,535.0
4318,,1,7,110000.0,9304.0,4.0,200.0
4319,2.0,1,7,30000.0,9581.0,5.0,150.0
4320,6.0,1,7,19000.0,17565.0,7.0,100.0
4321,6.0,1,6,38000.0,5511.0,3.0,100.0
4322,6.0,1,7,25800.0,13128.0,5.0,100.0
4323,6.0,1,6,35500.0,11824.0,3.0,100.0
4324,,1,7,90000.0,19000.0,5.0,200.0
4326,,1,6,78000.0,15000.0,3.0,200.0
4327,,1,6,30000.0,20917.0,9.0,100.0
4328,6.0,1,6,30000.0,21917.0,5.0,100.0
4329,6.0,1,7,25000.0,17870.0,7.0,100.0
4330,10.0,1,7,75000.0,25483.0,3.0,220.0
4331,10.0,1,6,34000.0,19318.0,5.0,100.0
4332,10.0,1,5,20000.0,55562.0,8.0,110.0
4333,2.0,1,2,74000.0,47518.0,11.0,500.0
4334,,1,6,31000.0,20135.0,10.0,100.0
4335,6.0,1,6,26000.0,28024.0,7.0,100.0
4336,6.0,1,6,26000.0,19152.0,8.0,100.0
4337,6.0,1,6,34000.0,16306.0,5.0,100.0
4338,6.0,1,2,76000.0,22749.0,6.0,350.0
4339,6.0,1,6,32000.0,24720.0,5.0,100.0
4340,,1,7,18000.0,22342.0,7.0,100.0
4341,3.0,2,7,30000.0,50000.0,8.0,135.0
4342,,1,7,50000.0,18000.0,5.0,150.0
4343,,1,4,90000.0,18100.0,4.0,250.0
4344,,1,4,65000.0,21000.0,6.0,150.0
4345,2.0,1,2,98100.0,17000.0,7.0,500.0
4346,,1,7,25000.0,12000.0,9.0,125.0
4347,6.0,1,4,52000.0,36226.0,5.0,150.0
4348,6.0,1,7,17000.0,30965.0,11.0,150.0
4349,,1,5,75000.0,18000.0,3.0,160.0
4350,,1,7,18500.0,23580.0,12.0,135.0
4351,,2,6,20500.0,25280.0,10.0,150.0
4352,10.0,1,6,39500.0,14243.0,6.0,100.0
4353,,1,6,39000.0,21534.0,5.0,100.0
4354,,1,6,39000.0,23000.0,6.0,100.0
4355,10.0,1,6,20000.0,35500.0,10.0,150.0
4356,,1,6,39000.0,20000.0,4.0,125.0
4357,,1,6,39000.0,21000.0,7.0,125.0
4358,6.0,1,6,20000.0,19440.0,11.0,100.0
4359,2.0,1,6,39000.0,13000.0,4.0,100.0
4360,,2,2,68500.0,28200.0,16.0,350.0
4361,2.0,1,10,170000.0,13000.0,3.0,390.0
4362,6.0,1,4,26000.0,10700.0,12.0,150.0
4363,,1,4,22500.0,20632.0,11.0,150.0
4364,6.0,1,4,20000.0,35173.0,9.0,150.0
4365,6.0,1,4,18700.0,10546.0,9.0,150.0
4366,6.0,1,4,15000.0,13336.0,10.0,150.0
4367,,1,1,90000.0,2672.0,2.0,160.0
4368,,1,1,86000.0,12000.0,3.0,180.0
4369,,1,1,78000.0,23918.0,5.0,200.0
4370,6.0,1,1,75000.0,5771.0,3.0,160.0
4371,,1,1,68000.0,11123.0,5.0,160.0
4372,6.0,1,2,115000.0,17318.0,6.0,350.0
4373,6.0,1,2,115000.0,8252.0,3.0,350.0
4374,4.0,1,2,110000.0,21000.0,6.0,350.0
4375,,1,6,28000.0,33632.0,7.0,125.0
4376,10.0,1,6,28000.0,32827.0,8.0,100.0
4377,10.0,1,6,28000.0,14651.0,6.0,100.0
4378,10.0,1,6,28000.0,32047.0,7.0,100.0
4380,10.0,1,6,28000.0,20000.0,10.0,100.0
4381,,1,6,28000.0,21477.0,8.0,100.0
4382,,1,7,22000.0,22000.0,9.0,135.0
4383,6.0,1,1,58000.0,11258.0,3.0,160.0
4384,6.0,1,8,80000.0,1700.0,3.0,150.0
4385,6.0,1,6,20000.0,20863.0,10.0,100.0
4386,6.0,1,7,19000.0,10887.0,7.0,125.0
4387,6.0,1,6,15000.0,20634.0,12.0,100.0
4388,2.0,1,6,54000.0,3300.0,3.0,100.0
4389,2.0,1,6,52000.0,2780.0,3.0,100.0
4417,6.0,1,6,15500.0,18758.0,11.0,100.0
4418,,1,8,75000.0,2500.0,4.0,150.0
4419,4.0,1,7,60000.0,18800.0,4.0,150.0
4420,3.0,1,2,110000.0,36883.0,6.0,500.0
4421,10.0,1,2,103000.0,23705.0,4.0,350.0
4422,,1,10,157000.0,12400.0,3.0,200.0
4423,,2,9,220000.0,13000.0,5.0,300.0
4424,6.0,1,7,39500.0,14268.0,2.0,110.0
4425,6.0,1,1,28000.0,18785.0,4.0,110.0
4426,10.0,1,7,13000.0,35308.0,14.0,125.0
4427,6.0,1,7,31000.0,24869.0,5.0,150.0
4428,6.0,1,4,60000.0,12313.0,7.0,150.0
4429,,1,5,33000.0,12552.0,8.0,125.0
4430,,1,5,33000.0,22317.0,8.0,125.0
4431,,1,5,38000.0,24029.0,5.0,125.0
4432,2.0,1,2,123000.0,8600.0,5.0,350.0
4433,2.0,1,2,115000.0,8536.0,5.0,350.0
4434,6.0,1,6,42000.0,11624.0,3.0,100.0
4435,,1,6,42000.0,30000.0,5.0,100.0
4436,2.0,1,6,42000.0,11000.0,4.0,110.0
4437,10.0,1,6,40000.0,20770.0,5.0,100.0
4438,10.0,1,6,40000.0,33516.0,4.0,100.0
4439,,1,6,40000.0,18000.0,6.0,100.0
4440,,1,6,40000.0,14339.0,5.0,100.0
4441,6.0,1,6,40000.0,16123.0,4.0,100.0
4497,,1,2,121000.0,20000.0,4.0,350.0
4498,,1,7,72700.0,14000.0,5.0,220.0
4499,,1,5,15000.0,40000.0,11.0,150.0
4500,10.0,1,4,20000.0,25121.0,11.0,150.0
4501,4.0,1,10,78000.0,32484.0,6.0,200.0
4502,4.0,1,10,100000.0,9300.0,8.0,390.0
4503,2.0,1,2,97000.0,38369.0,6.0,350.0
4504,,1,7,33000.0,15000.0,5.0,100.0
4505,,1,7,31500.0,19000.0,10.0,180.0
4506,,2,1,19000.0,71359.0,13.0,160.0
4507,3.0,2,6,29900.0,43000.0,11.0,223.0
4508,,1,7,20500.0,52000.0,11.0,135.0
4510,,1,2,150000.0,2900.0,3.0,350.0
4511,3.0,1,2,105000.0,28000.0,5.0,350.0
4512,6.0,1,6,41000.0,4544.0,2.0,100.0
4513,10.0,1,6,20500.0,50444.0,10.0,150.0
4514,3.0,1,7,68000.0,18568.0,5.0,220.0
4515,2.0,1,2,120000.0,9219.0,3.0,350.0
4516,6.0,1,7,21000.0,26238.0,6.0,100.0
4517,6.0,1,1,18500.0,96142.0,10.0,160.0
4518,6.0,1,6,18000.0,17701.0,11.0,100.0
4519,6.0,1,2,92000.0,17426.0,5.0,350.0
4531,,1,5,48900.0,24200.0,6.0,160.0
4532,,1,4,77000.0,5700.0,4.0,150.0
4533,3.0,1,5,115000.0,25468.0,8.0,250.0
4534,6.0,1,2,60300.0,100000.0,14.0,350.0
4535,6.0,1,2,61000.0,11783.0,14.0,350.0
4536,2.0,1,2,155000.0,9000.0,6.0,535.0
4537,4.0,1,4,75000.0,16051.0,3.0,150.0
4538,6.0,1,6,25000.0,14649.0,6.0,100.0
4539,4.0,2,5,60000.0,31509.0,10.0,250.0
4541,,2,2,72000.0,22687.0,8.0,350.0
4542,3.0,1,5,32000.0,41759.0,11.0,125.0
4543,,1,5,50400.0,37500.0,5.0,160.0
4544,,1,2,155000.0,2900.0,2.0,350.0
4545,10.0,1,2,170000.0,3334.0,3.0,500.0
4547,4.0,1,1,36700.0,47000.0,8.0,180.0
4548,4.0,2,7,48000.0,14600.0,6.0,220.0
4549,,1,10,124000.0,10168.0,5.0,390.0
4550,6.0,1,6,16000.0,19285.0,12.0,100.0
4551,6.0,1,2,112000.0,12552.0,3.0,350.0
4552,6.0,1,6,17500.0,22002.0,11.0,100.0
4553,2.0,1,7,64400.0,12000.0,3.0,180.0
4569,10.0,1,11,100000.0,13154.0,5.0,300.0
4571,,1,7,12000.0,70000.0,16.0,125.0
4572,2.0,1,6,37000.0,29000.0,4.0,100.0
4573,,1,7,65000.0,32000.0,7.0,200.0
4574,,1,7,48400.0,14500.0,4.0,150.0
4577,6.0,1,7,21000.0,15705.0,4.0,100.0
4579,2.0,1,2,90000.0,50000.0,12.0,350.0
4580,,1,4,40000.0,62000.0,5.0,150.0
4581,6.0,1,1,40000.0,8241.0,9.0,160.0
4582,1.0,1,10,154000.0,3749.0,4.0,390.0
4583,3.0,1,4,26000.0,67527.0,8.0,150.0
4584,1.0,1,10,200000.0,25000.0,4.0,390.0
4585,,2,4,35000.0,40000.0,24.0,135.0
4586,1.0,1,7,24800.0,38000.0,8.0,180.0
4597,2.0,2,3,500000.0,5600.0,6.0,865.0
4598,,1,2,70000.0,28411.0,7.0,500.0
4599,,1,5,25000.0,20322.0,10.0,125.0
4600,8.0,2,1,65949.0,25931.0,5.0,200.0
4601,6.0,1,7,16000.0,14536.0,7.0,125.0
4602,3.0,2,9,120000.0,26000.0,5.0,250.0
4603,2.0,1,2,96000.0,20755.0,5.0,350.0
4604,,1,5,47000.0,23467.0,3.0,110.0
4605,2.0,1,7,11000.0,30502.0,14.0,150.0
4606,6.0,1,7,25000.0,14319.0,4.0,100.0
4607,,1,1,23000.0,28895.0,8.0,100.0
4608,,1,10,83000.0,36083.0,7.0,390.0
4609,3.0,1,6,32000.0,41905.0,7.0,100.0
4610,8.0,1,4,65300.0,23235.0,7.0,150.0
4611,2.0,1,2,95000.0,15080.0,5.0,350.0
4612,6.0,1,7,19000.0,20089.0,7.0,100.0
4613,6.0,1,7,18000.0,15580.0,7.0,100.0
4614,6.0,1,5,24000.0,18294.0,8.0,125.0
4615,6.0,1,7,19000.0,15001.0,8.0,100.0
4616,3.0,1,10,171125.0,10000.0,5.0,390.0
4617,,1,2,170000.0,3100.0,4.0,350.0
4618,6.0,1,7,24000.0,6087.0,4.0,100.0
4619,2.0,1,7,20000.0,62505.0,8.0,150.0
4620,,1,11,23000.0,40000.0,8.0,110.0
4621,3.0,1,7,31900.0,64000.0,8.0,220.0
4624,6.0,1,6,21000.0,23824.0,8.0,100.0
4625,6.0,1,5,23000.0,15660.0,6.0,110.0
4627,4.0,1,2,104100.0,35000.0,11.0,500.0
4628,,1,6,16000.0,78370.0,10.0,150.0
4629,1.0,2,6,14700.0,80000.0,14.0,223.0
4630,,1,2,90000.0,15437.0,7.0,350.0
4631,2.0,1,6,33000.0,10000.0,4.0,100.0
4632,2.0,2,6,20000.0,25000.0,11.0,100.0
4633,1.0,1,5,24500.0,24182.0,10.0,110.0
4634,1.0,3,7,17000.0,59162.0,9.0,135.0
4636,,1,6,22000.0,25000.0,16.0,160.0
4637,3.0,1,14,260000.0,4459.0,4.0,250.0
4639,10.0,1,6,24000.0,24593.0,8.0,100.0
4640,,1,9,150000.0,16000.0,5.0,250.0
4641,2.0,1,7,67474.0,13000.0,3.0,220.0
4642,2.0,1,2,140000.0,8300.0,4.0,500.0
4643,4.0,1,2,117300.0,31000.0,6.0,350.0
4644,4.0,1,2,119200.0,12224.0,4.0,350.0
4645,,1,2,89889.0,3000.0,11.0,350.0
4646,2.0,1,10,97000.0,15449.0,5.0,200.0
4647,,1,7,21000.0,13000.0,4.0,100.0
4648,,1,2,90400.0,9300.0,7.0,350.0
4649,10.0,1,7,27000.0,16500.0,9.0,150.0
4650,,1,2,120000.0,10500.0,5.0,350.0
4651,,1,7,9000.0,73000.0,17.0,100.0
4652,,1,5,28950.0,27000.0,10.0,150.0
4653,2.0,1,6,16500.0,19276.0,11.0,100.0
4654,3.0,1,7,52000.0,26329.0,5.0,220.0
4655,3.0,1,10,194000.0,9000.0,4.0,390.0
4656,2.0,1,7,8000.0,21493.0,16.0,125.0
4657,2.0,1,15,500000.0,200.0,4.0,750.0
4658,4.0,1,5,43999.0,9900.0,5.0,110.0
4659,,1,2,105000.0,19829.0,4.0,410.0
4660,,3,14,140000.0,27000.0,7.0,250.0
4661,2.0,2,6,16000.0,22000.0,18.0,100.0
4663,3.0,2,7,130000.0,14000.0,4.0,400.0
4664,,1,2,41000.0,120000.0,17.0,350.0
4665,2.0,1,2,90000.0,27445.0,5.0,350.0
4666,,1,5,47000.0,44000.0,8.0,150.0
4667,1.0,1,5,25000.0,51917.0,6.0,110.0
4668,2.0,1,10,65000.0,26545.0,9.0,200.0
4671,10.0,1,6,32000.0,22221.0,5.0,100.0
4672,2.0,1,6,21000.0,32706.0,10.0,150.0
4673,8.0,2,6,32000.0,27176.0,6.0,223.0
4674,3.0,1,7,50000.0,11067.0,5.0,220.0
4675,2.0,1,6,41000.0,20050.0,4.0,100.0
4676,,1,6,20000.0,60000.0,14.0,100.0
4677,,1,2,73700.0,18000.0,9.0,350.0
4678,,1,2,60000.0,40000.0,15.0,350.0
4679,,1,1,104300.0,25276.0,3.0,200.0
4680,,2,2,57000.0,4178.0,10.0,350.0
4681,,3,2,75000.0,22000.0,10.0,350.0
4683,,1,5,40000.0,12222.0,8.0,150.0
4684,,1,4,42000.0,12000.0,7.0,150.0
4686,3.0,1,10,160000.0,11525.0,4.0,200.0
4687,,1,6,43000.0,36000.0,5.0,150.0
4688,8.0,1,7,22000.0,27400.0,12.0,150.0
4689,,1,1,10000.0,43000.0,15.0,110.0
4691,1.0,1,2,65500.0,7347.0,10.0,350.0
4692,,1,7,34000.0,40000.0,11.0,200.0
4693,2.0,1,4,83000.0,3810.0,2.0,150.0
4694,4.0,1,6,34000.0,25000.0,9.0,150.0
4695,,1,6,21000.0,61249.0,9.0,150.0
4696,6.0,1,6,21000.0,46019.0,9.0,150.0
4697,,1,2,82001.0,11271.0,9.0,350.0
4698,,1,2,69000.0,26530.0,10.0,350.0
4699,,1,6,23698.0,48000.0,10.0,100.0
4700,10.0,1,7,20000.0,22000.0,6.0,150.0
4701,2.0,3,15,330000.0,14000.0,6.0,750.0
4702,,1,6,30000.0,19546.0,8.0,100.0
4703,,1,10,111400.0,13600.0,6.0,390.0
4704,2.0,1,2,95000.0,5909.0,7.0,535.0
4705,2.0,1,10,200000.0,6500.0,3.0,390.0
4706,,1,10,120000.0,40700.0,6.0,390.0
4707,3.0,3,10,130000.0,8000.0,6.0,390.0
4708,2.0,1,5,75000.0,41007.0,8.0,250.0
4709,3.0,2,9,110700.0,14600.0,5.0,250.0
4710,3.0,1,7,28000.0,23266.0,9.0,150.0
4711,3.0,1,16,146000.0,381.0,2.0,295.0
4712,1.0,1,2,69500.0,19927.0,7.0,350.0
4713,6.0,1,7,15000.0,47580.0,11.0,150.0
4714,8.0,2,5,50000.0,20084.0,4.0,160.0
4715,8.0,1,10,160000.0,18000.0,3.0,200.0
4716,4.0,1,1,75000.0,27030.0,4.0,200.0
4717,10.0,1,6,24000.0,24500.0,7.0,100.0
4718,10.0,1,6,27000.0,22493.0,7.0,100.0
4719,10.0,1,5,30000.0,21000.0,7.0,110.0
4720,,1,15,350000.0,8600.0,7.0,750.0
4721,2.0,1,5,18000.0,7276.0,8.0,110.0
4722,3.0,1,6,35000.0,30947.0,4.0,110.0
4723,3.0,1,4,23500.0,27500.0,11.0,150.0
4724,3.0,1,4,25000.0,5000.0,10.0,150.0
4725,2.0,1,8,950000.0,21000.0,8.0,1300.0
4726,2.0,1,7,9000.0,50000.0,16.0,100.0
4727,8.0,1,2,172000.0,3165.0,2.0,410.0
4728,,1,14,230000.0,285.0,5.0,250.0
4729,2.0,1,11,21500.0,43500.0,6.0,110.0
4734,,1,5,56000.0,15131.0,6.0,150.0
4736,2.0,1,6,52000.0,4610.0,3.0,100.0
4738,2.0,1,6,20000.0,60000.0,10.0,125.0
4739,,1,4,46000.0,50000.0,4.0,150.0
4740,10.0,1,4,246800.0,4500.0,5.0,320.0
4741,,1,7,46000.0,30500.0,7.0,200.0
4742,,1,2,63000.0,10613.0,8.0,350.0
4743,1.0,2,6,7500.0,100000.0,16.0,135.0
4744,,1,7,44000.0,13138.0,4.0,150.0
4745,,1,7,42000.0,58000.0,5.0,220.0
4746,1.0,1,7,54200.0,33750.0,5.0,220.0
4747,2.0,1,4,35000.0,17325.0,7.0,150.0
4748,,1,2,80000.0,45000.0,18.0,350.0
4749,,1,5,53214.0,15492.0,2.0,110.0
4750,2.0,1,6,40000.0,29697.0,4.0,100.0
4751,1.0,1,7,18800.0,72000.0,10.0,125.0
4752,4.0,1,8,41000.0,38133.0,5.0,150.0
4753,2.0,2,8,37000.0,24259.0,5.0,150.0
4754,1.0,3,1,31000.0,37594.0,6.0,160.0
4755,,3,6,17000.0,40155.0,14.0,223.0
4756,8.0,2,10,140000.0,37000.0,5.0,390.0
4757,,1,4,58000.0,14560.0,7.0,150.0
4758,2.0,1,2,94038.0,18871.0,4.0,350.0
4759,,1,2,90000.0,31600.0,6.0,350.0
4760,8.0,1,2,91804.0,300965.0,7.0,350.0
4761,8.0,1,2,104700.0,26000.0,7.0,350.0
4762,6.0,1,2,73000.0,31254.0,6.0,350.0
4763,,2,2,65000.0,13441.0,8.0,350.0
4764,,1,7,50000.0,33500.0,7.0,200.0
4765,,1,4,850000.0,285.0,3.0,1000.0
4766,6.0,1,4,52000.0,16229.0,4.0,150.0
4767,,1,7,33000.0,15557.0,8.0,150.0
4768,2.0,1,2,100000.0,23090.0,5.0,350.0
4769,2.0,2,12,329000.0,3252.0,7.0,650.0
4770,,1,6,47800.0,4800.0,4.0,100.0
4771,,1,1,30000.0,40000.0,13.0,160.0
4772,2.0,1,6,25000.0,17799.0,6.0,110.0
4773,2.0,1,8,35000.0,26796.0,6.0,150.0
4774,,1,2,82000.0,15000.0,6.0,500.0
4775,,2,6,20457.0,43000.0,8.0,150.0
4776,2.0,1,15,550000.0,20000.0,6.0,883.0
4777,2.0,1,7,27000.0,15000.0,9.0,150.0
4778,,1,1,22000.0,65000.0,9.0,180.0
4779,,1,7,21300.0,45000.0,11.0,135.0
4780,,1,7,178300.0,2100.0,4.0,400.0
4782,,1,7,10000.0,50745.0,12.0,125.0
4785,,1,12,170000.0,3805.0,7.0,300.0
4787,3.0,1,2,140000.0,1121.0,3.0,350.0
4788,3.0,1,10,160000.0,8000.0,4.0,250.0
4789,2.0,1,6,30000.0,28586.0,5.0,100.0
4790,2.0,2,10,83000.0,25933.0,6.0,200.0
4791,3.0,1,7,125000.0,27400.0,4.0,400.0
4793,,1,5,75000.0,36670.0,9.0,250.0
4795,4.0,1,4,44600.0,50000.0,5.0,150.0
4796,10.0,1,4,32000.0,8500.0,9.0,150.0
4797,2.0,2,12,289000.0,18000.0,7.0,650.0
4798,,1,6,18000.0,17989.0,11.0,100.0
4799,,1,7,35000.0,15000.0,5.0,100.0
4800,2.0,1,4,30000.0,27000.0,12.0,150.0
4801,,1,12,280000.0,20785.0,6.0,650.0
4802,3.0,1,2,85000.0,11766.0,8.0,350.0
4803,2.0,1,6,34000.0,23188.0,5.0,125.0
4804,2.0,1,6,15000.0,27599.0,9.0,150.0
4805,,1,1,12000.0,14333.0,10.0,110.0
4806,2.0,1,4,34000.0,12580.0,8.0,150.0
4807,2.0,1,7,18000.0,67714.0,7.0,125.0
4828,2.0,1,3,950000.0,4600.0,4.0,1200.0
4829,2.0,1,7,22000.0,13496.0,3.0,100.0
4830,3.0,2,4,40000.0,47486.0,11.0,150.0
4831,1.0,1,6,14500.0,78882.0,18.0,100.0
4832,,1,6,49000.0,21000.0,6.0,223.0
4833,,1,5,28000.0,23000.0,10.0,110.0
4834,2.0,1,10,263000.0,1178.0,2.0,390.0
4835,3.0,2,5,62000.0,40000.0,9.0,250.0
4836,3.0,1,4,65300.0,40000.0,6.0,150.0
4837,3.0,3,4,39000.0,29570.0,12.0,150.0
4838,3.0,1,4,65000.0,27909.0,7.0,150.0
4839,,1,6,38000.0,23497.0,5.0,100.0
4840,,1,7,45000.0,21000.0,4.0,150.0
4841,4.0,1,1,45000.0,25000.0,5.0,160.0
4842,4.0,1,4,32600.0,23500.0,7.0,150.0
4843,,1,2,119000.0,8699.0,4.0,350.0
4844,,1,2,150000.0,4900.0,4.0,350.0
4845,,1,5,37500.0,20192.0,5.0,125.0
4846,,1,6,17000.0,33000.0,11.0,100.0
4847,,1,1,95000.0,14000.0,3.0,200.0
4848,2.0,1,7,34500.0,26383.0,4.0,100.0
4849,8.0,1,4,75000.0,48000.0,5.0,150.0
4850,8.0,1,10,140000.0,9465.0,4.0,250.0
4851,,1,1,45000.0,20431.0,7.0,160.0
4852,,1,6,36000.0,18988.0,6.0,100.0
4853,,1,2,130000.0,5300.0,3.0,350.0
4854,10.0,1,1,11000.0,52000.0,14.0,100.0
4855,10.0,1,6,22000.0,18000.0,8.0,100.0
4856,3.0,1,1,23000.0,174638.0,14.0,150.0
4857,3.0,1,4,29000.0,35200.0,11.0,150.0
4858,3.0,1,5,46000.0,12974.0,4.0,110.0
4859,3.0,1,4,35000.0,24000.0,9.0,150.0
4860,3.0,1,7,55000.0,19309.0,5.0,150.0
4861,3.0,1,4,44000.0,21460.0,7.0,150.0
4862,3.0,1,1,28000.0,25639.0,9.0,110.0
4863,3.0,1,6,24000.0,45238.0,10.0,100.0
4864,2.0,1,17,1800000.0,2600.0,4.0,1000.0
4870,2.0,1,6,24000.0,36244.0,7.0,100.0
4871,,1,12,901000.0,25000.0,4.0,1000.0
4872,8.0,1,4,47000.0,59718.0,10.0,150.0
4873,8.0,1,4,50000.0,26408.0,11.0,150.0
4874,,1,6,38500.0,22464.0,5.0,100.0
4875,,1,10,88900.0,21000.0,7.0,200.0
4876,,1,7,60000.0,26132.0,6.0,220.0
4877,,1,7,25200.0,21000.0,5.0,100.0
4878,,1,2,83000.0,25000.0,6.0,350.0
4879,,1,10,75000.0,29000.0,8.0,200.0
4880,3.0,1,14,287500.0,17500.0,5.0,250.0
4881,,1,7,23500.0,43100.0,11.0,150.0
4882,8.0,1,10,118000.0,14000.0,5.0,200.0
4883,8.0,1,10,130000.0,17800.0,5.0,200.0
4884,2.0,2,2,58000.0,66650.0,9.0,350.0
4885,,1,7,39500.0,24500.0,12.0,200.0
4886,,1,1,59900.0,32000.0,5.0,180.0
4890,,1,6,25000.0,24000.0,11.0,100.0
4891,,1,5,24000.0,20000.0,10.0,150.0
4892,4.0,1,7,20000.0,53190.0,10.0,180.0
4893,2.0,2,6,24000.0,21169.0,5.0,100.0
4894,,1,2,130000.0,5123.0,3.0,350.0
4895,,1,7,75000.0,5500.0,5.0,220.0
4896,4.0,1,5,60000.0,10703.0,4.0,150.0
4897,8.0,3,12,615000.0,17500.0,6.0,800.0
4898,,1,5,27000.0,26000.0,8.0,125.0
4899,,1,5,26000.0,18000.0,7.0,125.0
4900,,1,6,30856.0,26403.0,7.0,110.0
4901,,1,6,25000.0,38000.0,10.0,125.0
4903,,1,13,1100000.0,2510.0,3.0,1200.0
4904,2.0,2,8,35900.0,15000.0,6.0,150.0
4905,,2,7,19000.0,20090.0,10.0,150.0
4909,4.0,1,2,88400.0,22500.0,6.0,350.0
4910,8.0,1,2,130000.0,5900.0,4.0,350.0
4912,8.0,1,2,285000.0,4500.0,2.0,650.0
4913,,1,2,165000.0,5799.0,4.0,350.0
4915,,1,2,60000.0,28000.0,9.0,350.0
4916,4.0,1,5,65000.0,20000.0,4.0,150.0
4917,3.0,2,3,900000.0,8000.0,5.0,1050.0
4918,4.0,1,4,46000.0,49994.0,9.0,150.0
4919,4.0,1,4,19000.0,17999.0,9.0,150.0
4920,1.0,2,4,9400.0,70000.0,12.0,125.0
4921,4.0,1,4,26000.0,34000.0,8.0,150.0
4922,2.0,1,7,6400.0,100000.0,18.0,150.0
4923,2.0,1,7,6700.0,81000.0,17.0,150.0
4924,2.0,1,4,52800.0,22000.0,4.0,150.0
4925,2.0,2,4,54000.0,5020.0,4.0,150.0
4926,,1,4,35000.0,18227.0,9.0,150.0
4927,2.0,2,6,9000.0,62135.0,13.0,150.0
4928,,1,13,590000.0,6985.0,4.0,797.0
4929,4.0,1,5,40000.0,24134.0,4.0,110.0
4930,,1,1,60000.0,14525.0,3.0,160.0
4931,,1,2,165000.0,11500.0,4.0,500.0
4932,,1,5,28400.0,18958.0,5.0,110.0
4933,4.0,1,7,21000.0,50000.0,7.0,150.0
4935,,1,6,16000.0,35000.0,12.0,100.0
4939,10.0,1,1,30000.0,42175.0,8.0,160.0
4941,8.0,1,2,121400.0,18500.0,6.0,500.0
4942,8.0,1,2,110000.0,23350.0,7.0,500.0
4943,8.0,1,5,53000.0,14432.0,4.0,160.0
4944,,1,1,34000.0,5400.0,5.0,100.0
4945,,1,10,200000.0,11700.0,4.0,390.0
4946,,1,6,25000.0,35000.0,8.0,125.0
4947,,1,4,38000.0,12250.0,10.0,150.0
4948,,1,10,175000.0,10880.0,4.0,390.0
4949,,1,7,90000.0,2463.0,3.0,220.0
4950,2.0,3,12,550000.0,18500.0,8.0,800.0
4951,10.0,1,6,27000.0,61421.0,8.0,100.0
4952,4.0,1,8,50000.0,15600.0,5.0,150.0
4956,3.0,1,7,66000.0,26592.0,4.0,220.0
4957,1.0,1,15,486000.0,2600.0,5.0,750.0
4958,,1,4,60000.0,52000.0,8.0,150.0
4959,1.0,1,7,55000.0,5200.0,2.0,110.0
4960,,1,20,4400.0,55000.0,16.0,110.0
4961,6.0,1,6,34000.0,21163.0,4.0,100.0
4962,1.0,1,15,450000.0,1000.0,7.0,750.0
4963,10.0,1,2,81000.0,39865.0,6.0,350.0
4964,3.0,1,10,175000.0,34000.0,4.0,390.0
4965,3.0,2,2,83000.0,49000.0,7.0,350.0
4966,10.0,1,6,25000.0,12537.0,6.0,100.0
4967,,1,8,40000.0,52000.0,5.0,150.0
4968,6.0,1,6,35000.0,13328.0,4.0,100.0
4969,,1,7,54500.0,14000.0,6.0,200.0
4970,10.0,1,7,20700.0,32340.0,7.0,100.0
4971,8.0,1,5,90000.0,31074.0,8.0,250.0
4972,8.0,2,5,78400.0,23180.0,8.0,250.0
4973,1.0,1,15,381700.0,2000.0,6.0,750.0
4974,,1,10,198599.0,930.0,3.0,250.0
4975,3.0,1,16,223000.0,400.0,3.0,295.0
4976,,1,6,32000.0,43000.0,6.0,100.0
4977,2.0,1,7,69000.0,3542.0,3.0,220.0
